id,cell_count,cell_type,staining,objective,markers,set
534,56,AHPC,DAPI,20x,DAPI,trainval
1933,32,AHPC,DAPI,20x,DAPI,trainval
2842,335,RPC,DAPI,40x,DAPI,trainval
2295,1075,AHPC,DAPI,20x,DAPI,trainval
1483,11,AHPC,DAPI,20x,DAPI,trainval
990,175,AHPC,DAPI,20x,DAPI,trainval
2210,19,AHPC,DAPI,20x,DAPI,trainval
471,201,AHPC,DAPI,20x,DAPI,trainval
3002,176,RPC,DAPI,40x,DAPI,trainval
289,224,AHPC,DAPI,20x,DAPI,trainval
696,315,AHPC,DAPI,20x,DAPI,trainval
1944,104,AHPC,DAPI,20x,DAPI,trainval
1220,139,AHPC,DAPI,20x,DAPI,trainval
1204,42,AHPC,DAPI,20x,DAPI,trainval
160,79,AHPC,DAPI,20x,DAPI,trainval
2845,184,RPC,DAPI,40x,DAPI,trainval
1061,30,AHPC,DAPI,20x,DAPI,trainval
2765,258,RPC,DAPI,40x,DAPI,trainval
25,106,AHPC,DAPI,20x,DAPI,trainval
494,42,AHPC,DAPI,20x,DAPI,trainval
2329,1817,AHPC,DAPI,20x,DAPI,trainval
2407,1786,AHPC,DAPI,20x,DAPI,trainval
1619,15,AHPC,DAPI,20x,DAPI,trainval
2127,182,AHPC,DAPI,20x,DAPI,trainval
2650,928,AHPC,DAPI,20x,DAPI,trainval
1838,99,AHPC,DAPI,20x,DAPI,trainval
860,22,AHPC,DAPI,20x,DAPI,trainval
59,78,AHPC,DAPI,20x,DAPI,trainval
2999,113,RPC,DAPI,40x,DAPI,trainval
2135,260,AHPC,DAPI,20x,DAPI,trainval
1661,15,AHPC,DAPI,20x,DAPI,trainval
2626,1017,AHPC,DAPI,20x,DAPI,trainval
443,19,AHPC,DAPI,20x,DAPI,trainval
67,43,AHPC,DAPI,20x,DAPI,trainval
1335,23,AHPC,DAPI,20x,DAPI,trainval
2975,246,RPC,DAPI,40x,DAPI,trainval
1121,152,AHPC,DAPI,20x,DAPI,trainval
2962,205,RPC,DAPI,40x,DAPI,trainval
2846,315,RPC,DAPI,40x,DAPI,trainval
1249,91,AHPC,DAPI,20x,DAPI,trainval
1516,62,AHPC,DAPI,20x,DAPI,trainval
1640,15,AHPC,DAPI,20x,DAPI,trainval
1148,20,AHPC,DAPI,20x,DAPI,trainval
378,297,AHPC,DAPI,20x,DAPI,trainval
1001,69,AHPC,DAPI,20x,DAPI,trainval
1092,50,AHPC,DAPI,20x,DAPI,trainval
358,101,AHPC,DAPI,20x,DAPI,trainval
1352,63,AHPC,DAPI,20x,DAPI,trainval
174,83,AHPC,DAPI,20x,DAPI,trainval
1028,20,AHPC,DAPI,20x,DAPI,trainval
2550,1004,AHPC,DAPI,20x,DAPI,trainval
685,72,AHPC,DAPI,20x,DAPI,trainval
2142,173,AHPC,DAPI,20x,DAPI,trainval
1975,87,AHPC,DAPI,20x,DAPI,trainval
2739,453,RPC,DAPI,40x,DAPI,trainval
2648,520,AHPC,DAPI,20x,DAPI,trainval
3022,194,RPC,DAPI,40x,DAPI,trainval
2819,351,RPC,DAPI,40x,DAPI,trainval
2232,23,AHPC,DAPI,20x,DAPI,trainval
1202,22,AHPC,DAPI,20x,DAPI,trainval
408,55,AHPC,DAPI,20x,DAPI,trainval
344,275,AHPC,DAPI,20x,DAPI,trainval
1743,122,AHPC,DAPI,20x,DAPI,trainval
1991,71,AHPC,DAPI,20x,DAPI,trainval
2231,48,AHPC,DAPI,20x,DAPI,trainval
2995,216,RPC,DAPI,40x,DAPI,trainval
336,270,AHPC,DAPI,20x,DAPI,trainval
450,132,AHPC,DAPI,20x,DAPI,trainval
627,523,AHPC,DAPI,20x,DAPI,trainval
719,263,AHPC,DAPI,20x,DAPI,trainval
2339,1445,AHPC,DAPI,20x,DAPI,trainval
1509,35,AHPC,DAPI,20x,DAPI,trainval
682,70,AHPC,DAPI,20x,DAPI,trainval
695,148,AHPC,DAPI,20x,DAPI,trainval
1340,26,AHPC,DAPI,20x,DAPI,trainval
878,52,AHPC,DAPI,20x,DAPI,trainval
1041,29,AHPC,DAPI,20x,DAPI,trainval
1662,22,AHPC,DAPI,20x,DAPI,trainval
2710,317,RPC,DAPI,40x,DAPI,trainval
2298,936,AHPC,DAPI,20x,DAPI,trainval
356,63,AHPC,DAPI,20x,DAPI,trainval
1664,9,AHPC,DAPI,20x,DAPI,trainval
218,61,AHPC,DAPI,20x,DAPI,trainval
447,112,AHPC,DAPI,20x,DAPI,trainval
2122,464,AHPC,DAPI,20x,DAPI,trainval
1039,20,AHPC,DAPI,20x,DAPI,trainval
1381,44,AHPC,DAPI,20x,DAPI,trainval
2838,248,RPC,DAPI,40x,DAPI,trainval
339,86,AHPC,DAPI,20x,DAPI,trainval
1902,247,AHPC,DAPI,20x,DAPI,trainval
486,62,AHPC,DAPI,20x,DAPI,trainval
376,75,AHPC,DAPI,20x,DAPI,trainval
987,20,AHPC,DAPI,20x,DAPI,trainval
2762,592,RPC,DAPI,40x,DAPI,trainval
1091,16,AHPC,DAPI,20x,DAPI,trainval
1768,12,AHPC,DAPI,20x,DAPI,trainval
2053,40,AHPC,DAPI,20x,DAPI,trainval
552,103,AHPC,DAPI,20x,DAPI,trainval
2161,89,AHPC,DAPI,20x,DAPI,trainval
1404,104,AHPC,DAPI,20x,DAPI,trainval
1396,79,AHPC,DAPI,20x,DAPI,trainval
1973,177,AHPC,DAPI,20x,DAPI,trainval
125,96,AHPC,DAPI,20x,DAPI,trainval
1443,133,AHPC,DAPI,20x,DAPI,trainval
1717,250,AHPC,DAPI,20x,DAPI,trainval
162,84,AHPC,DAPI,20x,DAPI,trainval
2742,246,RPC,DAPI,40x,DAPI,trainval
1191,104,AHPC,DAPI,20x,DAPI,trainval
1134,42,AHPC,DAPI,20x,DAPI,trainval
1213,45,AHPC,DAPI,20x,DAPI,trainval
2760,366,RPC,DAPI,40x,DAPI,trainval
2079,121,AHPC,DAPI,20x,DAPI,trainval
402,164,AHPC,DAPI,20x,DAPI,trainval
1805,177,AHPC,DAPI,20x,DAPI,trainval
2940,329,RPC,DAPI,40x,DAPI,trainval
558,117,AHPC,DAPI,20x,DAPI,trainval
2941,300,RPC,DAPI,40x,DAPI,trainval
1298,43,AHPC,DAPI,20x,DAPI,trainval
1444,94,AHPC,DAPI,20x,DAPI,trainval
922,140,AHPC,DAPI,20x,DAPI,trainval
1388,43,AHPC,DAPI,20x,DAPI,trainval
1323,140,AHPC,DAPI,20x,DAPI,trainval
2515,1117,AHPC,DAPI,20x,DAPI,trainval
915,79,AHPC,DAPI,20x,DAPI,trainval
787,74,AHPC,DAPI,20x,DAPI,trainval
2727,375,RPC,DAPI,40x,DAPI,trainval
211,35,AHPC,DAPI,20x,DAPI,trainval
1648,8,AHPC,DAPI,20x,DAPI,trainval
288,268,AHPC,DAPI,20x,DAPI,trainval
137,50,AHPC,DAPI,20x,DAPI,trainval
2747,233,RPC,DAPI,40x,DAPI,trainval
1590,16,AHPC,DAPI,20x,DAPI,trainval
498,94,AHPC,DAPI,20x,DAPI,trainval
1327,233,AHPC,DAPI,20x,DAPI,trainval
2021,54,AHPC,DAPI,20x,DAPI,trainval
512,149,AHPC,DAPI,20x,DAPI,trainval
1579,14,AHPC,DAPI,20x,DAPI,trainval
2458,1160,AHPC,DAPI,20x,DAPI,trainval
756,17,AHPC,DAPI,20x,DAPI,trainval
1465,34,AHPC,DAPI,20x,DAPI,trainval
2200,24,AHPC,DAPI,20x,DAPI,trainval
2584,566,AHPC,DAPI,20x,DAPI,trainval
1667,14,AHPC,DAPI,20x,DAPI,trainval
957,47,AHPC,DAPI,20x,DAPI,trainval
1269,94,AHPC,DAPI,20x,DAPI,trainval
2064,117,AHPC,DAPI,20x,DAPI,trainval
1060,122,AHPC,DAPI,20x,DAPI,trainval
296,1273,AHPC,DAPI,20x,DAPI,trainval
675,192,AHPC,DAPI,20x,DAPI,trainval
763,19,AHPC,DAPI,20x,DAPI,trainval
1714,239,AHPC,DAPI,20x,DAPI,trainval
1943,33,AHPC,DAPI,20x,DAPI,trainval
388,271,AHPC,DAPI,20x,DAPI,trainval
506,41,AHPC,DAPI,20x,DAPI,trainval
911,197,AHPC,DAPI,20x,DAPI,trainval
3003,141,RPC,DAPI,40x,DAPI,trainval
745,441,AHPC,DAPI,20x,DAPI,trainval
2225,12,AHPC,DAPI,20x,DAPI,trainval
427,129,AHPC,DAPI,20x,DAPI,trainval
2878,307,RPC,DAPI,40x,DAPI,trainval
1497,94,AHPC,DAPI,20x,DAPI,trainval
1682,213,AHPC,DAPI,20x,DAPI,trainval
593,86,AHPC,DAPI,20x,DAPI,trainval
808,17,AHPC,DAPI,20x,DAPI,trainval
2704,425,RPC,DAPI,40x,DAPI,trainval
876,296,AHPC,DAPI,20x,DAPI,trainval
2635,1067,AHPC,DAPI,20x,DAPI,trainval
1784,158,AHPC,DAPI,20x,DAPI,trainval
2109,23,AHPC,DAPI,20x,DAPI,trainval
1260,57,AHPC,DAPI,20x,DAPI,trainval
2633,1055,AHPC,DAPI,20x,DAPI,trainval
1657,27,AHPC,DAPI,20x,DAPI,trainval
1728,54,AHPC,DAPI,20x,DAPI,trainval
1836,52,AHPC,DAPI,20x,DAPI,trainval
2194,743,AHPC,DAPI,20x,DAPI,trainval
158,37,AHPC,DAPI,20x,DAPI,trainval
684,74,AHPC,DAPI,20x,DAPI,trainval
818,14,AHPC,DAPI,20x,DAPI,trainval
1433,89,AHPC,DAPI,20x,DAPI,trainval
2106,118,AHPC,DAPI,20x,DAPI,trainval
1798,67,AHPC,DAPI,20x,DAPI,trainval
1271,44,AHPC,DAPI,20x,DAPI,trainval
704,263,AHPC,DAPI,20x,DAPI,trainval
2883,294,RPC,DAPI,40x,DAPI,trainval
2078,129,AHPC,DAPI,20x,DAPI,trainval
1570,52,AHPC,DAPI,20x,DAPI,trainval
12,34,AHPC,DAPI,20x,DAPI,trainval
1104,38,AHPC,DAPI,20x,DAPI,trainval
435,67,AHPC,DAPI,20x,DAPI,trainval
1265,85,AHPC,DAPI,20x,DAPI,trainval
175,72,AHPC,DAPI,20x,DAPI,trainval
713,291,AHPC,DAPI,20x,DAPI,trainval
830,63,AHPC,DAPI,20x,DAPI,trainval
686,376,AHPC,DAPI,20x,DAPI,trainval
955,32,AHPC,DAPI,20x,DAPI,trainval
928,311,AHPC,DAPI,20x,DAPI,trainval
2433,1091,AHPC,DAPI,20x,DAPI,trainval
2429,81,AHPC,DAPI,20x,DAPI,trainval
1753,325,AHPC,DAPI,20x,DAPI,trainval
249,33,AHPC,DAPI,20x,DAPI,trainval
905,22,AHPC,DAPI,20x,DAPI,trainval
1868,234,AHPC,DAPI,20x,DAPI,trainval
2297,1369,AHPC,DAPI,20x,DAPI,trainval
2156,215,AHPC,DAPI,20x,DAPI,trainval
1938,42,AHPC,DAPI,20x,DAPI,trainval
1051,26,AHPC,DAPI,20x,DAPI,trainval
1236,44,AHPC,DAPI,20x,DAPI,trainval
2499,633,AHPC,DAPI,20x,DAPI,trainval
2877,209,RPC,DAPI,40x,DAPI,trainval
1941,62,AHPC,DAPI,20x,DAPI,trainval
1206,58,AHPC,DAPI,20x,DAPI,trainval
1834,156,AHPC,DAPI,20x,DAPI,trainval
802,120,AHPC,DAPI,20x,DAPI,trainval
970,56,AHPC,DAPI,20x,DAPI,trainval
221,74,AHPC,DAPI,20x,DAPI,trainval
43,87,AHPC,DAPI,20x,DAPI,trainval
1937,62,AHPC,DAPI,20x,DAPI,trainval
2286,1099,AHPC,DAPI,20x,DAPI,trainval
254,42,AHPC,DAPI,20x,DAPI,trainval
1239,49,AHPC,DAPI,20x,DAPI,trainval
2163,471,AHPC,DAPI,20x,DAPI,trainval
1744,250,AHPC,DAPI,20x,DAPI,trainval
121,52,AHPC,DAPI,20x,DAPI,trainval
2956,285,RPC,DAPI,40x,DAPI,trainval
1997,85,AHPC,DAPI,20x,DAPI,trainval
707,656,AHPC,DAPI,20x,DAPI,trainval
2179,393,AHPC,DAPI,20x,DAPI,trainval
2822,206,RPC,DAPI,40x,DAPI,trainval
2184,300,AHPC,DAPI,20x,DAPI,trainval
180,44,AHPC,DAPI,20x,DAPI,trainval
2274,2015,AHPC,DAPI,20x,DAPI,trainval
62,33,AHPC,DAPI,20x,DAPI,trainval
1011,38,AHPC,DAPI,20x,DAPI,trainval
1630,14,AHPC,DAPI,20x,DAPI,trainval
1578,169,AHPC,DAPI,20x,DAPI,trainval
898,248,AHPC,DAPI,20x,DAPI,trainval
2026,91,AHPC,DAPI,20x,DAPI,trainval
1514,24,AHPC,DAPI,20x,DAPI,trainval
2164,194,AHPC,DAPI,20x,DAPI,trainval
1157,51,AHPC,DAPI,20x,DAPI,trainval
1411,203,AHPC,DAPI,20x,DAPI,trainval
1715,239,AHPC,DAPI,20x,DAPI,trainval
354,32,AHPC,DAPI,20x,DAPI,trainval
2917,227,RPC,DAPI,40x,DAPI,trainval
178,163,AHPC,DAPI,20x,DAPI,trainval
2149,151,AHPC,DAPI,20x,DAPI,trainval
716,173,AHPC,DAPI,20x,DAPI,trainval
2936,289,RPC,DAPI,40x,DAPI,trainval
923,81,AHPC,DAPI,20x,DAPI,trainval
449,46,AHPC,DAPI,20x,DAPI,trainval
2384,1609,AHPC,DAPI,20x,DAPI,trainval
2627,990,AHPC,DAPI,20x,DAPI,trainval
2154,238,AHPC,DAPI,20x,DAPI,trainval
2786,531,RPC,DAPI,40x,DAPI,trainval
2382,1981,AHPC,DAPI,20x,DAPI,trainval
1822,117,AHPC,DAPI,20x,DAPI,trainval
2767,352,RPC,DAPI,40x,DAPI,trainval
1463,53,AHPC,DAPI,20x,DAPI,trainval
1368,69,AHPC,DAPI,20x,DAPI,trainval
2000,129,AHPC,DAPI,20x,DAPI,trainval
1646,24,AHPC,DAPI,20x,DAPI,trainval
1007,22,AHPC,DAPI,20x,DAPI,trainval
325,92,AHPC,DAPI,20x,DAPI,trainval
1276,90,AHPC,DAPI,20x,DAPI,trainval
2825,307,RPC,DAPI,40x,DAPI,trainval
136,49,AHPC,DAPI,20x,DAPI,trainval
10,82,AHPC,DAPI,20x,DAPI,trainval
1145,56,AHPC,DAPI,20x,DAPI,trainval
2170,265,AHPC,DAPI,20x,DAPI,trainval
466,77,AHPC,DAPI,20x,DAPI,trainval
487,106,AHPC,DAPI,20x,DAPI,trainval
597,266,AHPC,DAPI,20x,DAPI,trainval
409,639,AHPC,DAPI,20x,DAPI,trainval
166,84,AHPC,DAPI,20x,DAPI,trainval
2303,724,AHPC,DAPI,20x,DAPI,trainval
437,64,AHPC,DAPI,20x,DAPI,trainval
2901,272,RPC,DAPI,40x,DAPI,trainval
2138,584,AHPC,DAPI,20x,DAPI,trainval
1773,10,AHPC,DAPI,20x,DAPI,trainval
2604,548,AHPC,DAPI,20x,DAPI,trainval
2134,126,AHPC,DAPI,20x,DAPI,trainval
2216,47,AHPC,DAPI,20x,DAPI,trainval
940,121,AHPC,DAPI,20x,DAPI,trainval
1356,56,AHPC,DAPI,20x,DAPI,trainval
1469,57,AHPC,DAPI,20x,DAPI,trainval
2369,1561,AHPC,DAPI,20x,DAPI,trainval
2820,321,RPC,DAPI,40x,DAPI,trainval
2427,699,AHPC,DAPI,20x,DAPI,trainval
2119,96,AHPC,DAPI,20x,DAPI,trainval
769,56,AHPC,DAPI,20x,DAPI,trainval
933,112,AHPC,DAPI,20x,DAPI,trainval
897,87,AHPC,DAPI,20x,DAPI,trainval
281,1034,AHPC,DAPI,20x,DAPI,trainval
7,34,AHPC,DAPI,20x,DAPI,trainval
1111,23,AHPC,DAPI,20x,DAPI,trainval
2540,1177,AHPC,DAPI,20x,DAPI,trainval
2003,135,AHPC,DAPI,20x,DAPI,trainval
1776,4,AHPC,DAPI,20x,DAPI,trainval
2961,361,RPC,DAPI,40x,DAPI,trainval
2278,2348,AHPC,DAPI,20x,DAPI,trainval
2489,560,AHPC,DAPI,20x,DAPI,trainval
919,26,AHPC,DAPI,20x,DAPI,trainval
1652,29,AHPC,DAPI,20x,DAPI,trainval
1337,47,AHPC,DAPI,20x,DAPI,trainval
606,307,AHPC,DAPI,20x,DAPI,trainval
262,922,AHPC,DAPI,20x,DAPI,trainval
1374,55,AHPC,DAPI,20x,DAPI,trainval
844,40,AHPC,DAPI,20x,DAPI,trainval
334,237,AHPC,DAPI,20x,DAPI,trainval
223,54,AHPC,DAPI,20x,DAPI,trainval
2485,580,AHPC,DAPI,20x,DAPI,trainval
1720,173,AHPC,DAPI,20x,DAPI,trainval
1587,44,AHPC,DAPI,20x,DAPI,trainval
868,31,AHPC,DAPI,20x,DAPI,trainval
1947,33,AHPC,DAPI,20x,DAPI,trainval
2839,262,RPC,DAPI,40x,DAPI,trainval
2744,182,RPC,DAPI,40x,DAPI,trainval
2442,1017,AHPC,DAPI,20x,DAPI,trainval
1876,109,AHPC,DAPI,20x,DAPI,trainval
1804,141,AHPC,DAPI,20x,DAPI,trainval
581,324,AHPC,DAPI,20x,DAPI,trainval
1247,41,AHPC,DAPI,20x,DAPI,trainval
1378,53,AHPC,DAPI,20x,DAPI,trainval
99,52,AHPC,DAPI,20x,DAPI,trainval
973,42,AHPC,DAPI,20x,DAPI,trainval
551,92,AHPC,DAPI,20x,DAPI,trainval
1738,56,AHPC,DAPI,20x,DAPI,trainval
2494,1283,AHPC,DAPI,20x,DAPI,trainval
1895,121,AHPC,DAPI,20x,DAPI,trainval
2594,766,AHPC,DAPI,20x,DAPI,trainval
731,346,AHPC,DAPI,20x,DAPI,trainval
501,56,AHPC,DAPI,20x,DAPI,trainval
2074,81,AHPC,DAPI,20x,DAPI,trainval
418,187,AHPC,DAPI,20x,DAPI,trainval
2662,824,AHPC,DAPI,20x,DAPI,trainval
1281,67,AHPC,DAPI,20x,DAPI,trainval
642,65,AHPC,DAPI,20x,DAPI,trainval
109,23,AHPC,DAPI,20x,DAPI,trainval
2335,2103,AHPC,DAPI,20x,DAPI,trainval
1262,69,AHPC,DAPI,20x,DAPI,trainval
1470,30,AHPC,DAPI,20x,DAPI,trainval
765,132,AHPC,DAPI,20x,DAPI,trainval
843,111,AHPC,DAPI,20x,DAPI,trainval
2895,121,RPC,DAPI,40x,DAPI,trainval
508,173,AHPC,DAPI,20x,DAPI,trainval
1977,88,AHPC,DAPI,20x,DAPI,trainval
2104,35,AHPC,DAPI,20x,DAPI,trainval
2101,114,AHPC,DAPI,20x,DAPI,trainval
744,842,AHPC,DAPI,20x,DAPI,trainval
2087,98,AHPC,DAPI,20x,DAPI,trainval
633,421,AHPC,DAPI,20x,DAPI,trainval
708,80,AHPC,DAPI,20x,DAPI,trainval
143,329,AHPC,DAPI,20x,DAPI,trainval
1696,351,AHPC,DAPI,20x,DAPI,trainval
1723,63,AHPC,DAPI,20x,DAPI,trainval
821,281,AHPC,DAPI,20x,DAPI,trainval
1580,10,AHPC,DAPI,20x,DAPI,trainval
570,109,AHPC,DAPI,20x,DAPI,trainval
5,60,AHPC,DAPI,20x,DAPI,trainval
1984,95,AHPC,DAPI,20x,DAPI,trainval
2637,1026,AHPC,DAPI,20x,DAPI,trainval
2357,1567,AHPC,DAPI,20x,DAPI,trainval
1577,8,AHPC,DAPI,20x,DAPI,trainval
2764,371,RPC,DAPI,40x,DAPI,trainval
1569,70,AHPC,DAPI,20x,DAPI,trainval
590,204,AHPC,DAPI,20x,DAPI,trainval
2918,289,RPC,DAPI,40x,DAPI,trainval
1334,36,AHPC,DAPI,20x,DAPI,trainval
2346,1680,AHPC,DAPI,20x,DAPI,trainval
1109,123,AHPC,DAPI,20x,DAPI,trainval
2067,84,AHPC,DAPI,20x,DAPI,trainval
1165,75,AHPC,DAPI,20x,DAPI,trainval
1256,25,AHPC,DAPI,20x,DAPI,trainval
1702,146,AHPC,DAPI,20x,DAPI,trainval
1273,41,AHPC,DAPI,20x,DAPI,trainval
2479,1237,AHPC,DAPI,20x,DAPI,trainval
2880,263,RPC,DAPI,40x,DAPI,trainval
2052,29,AHPC,DAPI,20x,DAPI,trainval
220,71,AHPC,DAPI,20x,DAPI,trainval
1223,70,AHPC,DAPI,20x,DAPI,trainval
683,259,AHPC,DAPI,20x,DAPI,trainval
1883,178,AHPC,DAPI,20x,DAPI,trainval
1528,98,AHPC,DAPI,20x,DAPI,trainval
1978,187,AHPC,DAPI,20x,DAPI,trainval
2192,202,AHPC,DAPI,20x,DAPI,trainval
115,99,AHPC,DAPI,20x,DAPI,trainval
1934,31,AHPC,DAPI,20x,DAPI,trainval
1761,43,AHPC,DAPI,20x,DAPI,trainval
2826,373,RPC,DAPI,40x,DAPI,trainval
1215,37,AHPC,DAPI,20x,DAPI,trainval
908,30,AHPC,DAPI,20x,DAPI,trainval
736,730,AHPC,DAPI,20x,DAPI,trainval
2301,1031,AHPC,DAPI,20x,DAPI,trainval
2165,322,AHPC,DAPI,20x,DAPI,trainval
609,240,AHPC,DAPI,20x,DAPI,trainval
964,53,AHPC,DAPI,20x,DAPI,trainval
585,177,AHPC,DAPI,20x,DAPI,trainval
2781,526,RPC,DAPI,40x,DAPI,trainval
168,71,AHPC,DAPI,20x,DAPI,trainval
1245,64,AHPC,DAPI,20x,DAPI,trainval
2016,113,AHPC,DAPI,20x,DAPI,trainval
38,23,AHPC,DAPI,20x,DAPI,trainval
2844,330,RPC,DAPI,40x,DAPI,trainval
405,86,AHPC,DAPI,20x,DAPI,trainval
2530,1294,AHPC,DAPI,20x,DAPI,trainval
1898,61,AHPC,DAPI,20x,DAPI,trainval
971,60,AHPC,DAPI,20x,DAPI,trainval
2405,1780,AHPC,DAPI,20x,DAPI,trainval
825,416,AHPC,DAPI,20x,DAPI,trainval
1212,40,AHPC,DAPI,20x,DAPI,trainval
39,44,AHPC,DAPI,20x,DAPI,trainval
2451,992,AHPC,DAPI,20x,DAPI,trainval
1675,16,AHPC,DAPI,20x,DAPI,trainval
1706,117,AHPC,DAPI,20x,DAPI,trainval
2121,267,AHPC,DAPI,20x,DAPI,trainval
2333,1551,AHPC,DAPI,20x,DAPI,trainval
2036,46,AHPC,DAPI,20x,DAPI,trainval
2977,281,RPC,DAPI,40x,DAPI,trainval
191,109,AHPC,DAPI,20x,DAPI,trainval
568,140,AHPC,DAPI,20x,DAPI,trainval
80,69,AHPC,DAPI,20x,DAPI,trainval
1243,91,AHPC,DAPI,20x,DAPI,trainval
1096,61,AHPC,DAPI,20x,DAPI,trainval
2784,342,RPC,DAPI,40x,DAPI,trainval
1748,43,AHPC,DAPI,20x,DAPI,trainval
33,43,AHPC,DAPI,20x,DAPI,trainval
2586,666,AHPC,DAPI,20x,DAPI,trainval
1303,54,AHPC,DAPI,20x,DAPI,trainval
2359,2099,AHPC,DAPI,20x,DAPI,trainval
1982,127,AHPC,DAPI,20x,DAPI,trainval
2043,204,AHPC,DAPI,20x,DAPI,trainval
85,102,AHPC,DAPI,20x,DAPI,trainval
2686,276,RPC,DAPI,40x,DAPI,trainval
1496,147,AHPC,DAPI,20x,DAPI,trainval
2140,158,AHPC,DAPI,20x,DAPI,trainval
2720,594,RPC,DAPI,40x,DAPI,trainval
370,33,AHPC,DAPI,20x,DAPI,trainval
2983,273,RPC,DAPI,40x,DAPI,trainval
3024,115,RPC,DAPI,40x,DAPI,trainval
1741,20,AHPC,DAPI,20x,DAPI,trainval
2457,992,AHPC,DAPI,20x,DAPI,trainval
54,80,AHPC,DAPI,20x,DAPI,trainval
1026,15,AHPC,DAPI,20x,DAPI,trainval
600,334,AHPC,DAPI,20x,DAPI,trainval
2741,329,RPC,DAPI,40x,DAPI,trainval
329,185,AHPC,DAPI,20x,DAPI,trainval
2034,91,AHPC,DAPI,20x,DAPI,trainval
2213,94,AHPC,DAPI,20x,DAPI,trainval
613,327,AHPC,DAPI,20x,DAPI,trainval
258,38,AHPC,DAPI,20x,DAPI,trainval
2841,162,RPC,DAPI,40x,DAPI,trainval
1851,56,AHPC,DAPI,20x,DAPI,trainval
2209,27,AHPC,DAPI,20x,DAPI,trainval
2876,252,RPC,DAPI,40x,DAPI,trainval
369,177,AHPC,DAPI,20x,DAPI,trainval
1362,48,AHPC,DAPI,20x,DAPI,trainval
1576,26,AHPC,DAPI,20x,DAPI,trainval
2157,78,AHPC,DAPI,20x,DAPI,trainval
2761,380,RPC,DAPI,40x,DAPI,trainval
564,208,AHPC,DAPI,20x,DAPI,trainval
630,393,AHPC,DAPI,20x,DAPI,trainval
2748,225,RPC,DAPI,40x,DAPI,trainval
739,479,AHPC,DAPI,20x,DAPI,trainval
673,149,AHPC,DAPI,20x,DAPI,trainval
1886,68,AHPC,DAPI,20x,DAPI,trainval
2031,106,AHPC,DAPI,20x,DAPI,trainval
1371,46,AHPC,DAPI,20x,DAPI,trainval
1597,23,AHPC,DAPI,20x,DAPI,trainval
2688,325,RPC,DAPI,40x,DAPI,trainval
129,37,AHPC,DAPI,20x,DAPI,trainval
1468,54,AHPC,DAPI,20x,DAPI,trainval
1831,199,AHPC,DAPI,20x,DAPI,trainval
2884,308,RPC,DAPI,40x,DAPI,trainval
2923,311,RPC,DAPI,40x,DAPI,trainval
446,61,AHPC,DAPI,20x,DAPI,trainval
2875,249,RPC,DAPI,40x,DAPI,trainval
705,381,AHPC,DAPI,20x,DAPI,trainval
659,111,AHPC,DAPI,20x,DAPI,trainval
1407,166,AHPC,DAPI,20x,DAPI,trainval
2313,1452,AHPC,DAPI,20x,DAPI,trainval
468,89,AHPC,DAPI,20x,DAPI,trainval
795,96,AHPC,DAPI,20x,DAPI,trainval
2746,197,RPC,DAPI,40x,DAPI,trainval
2102,45,AHPC,DAPI,20x,DAPI,trainval
436,54,AHPC,DAPI,20x,DAPI,trainval
1698,171,AHPC,DAPI,20x,DAPI,trainval
2476,1509,AHPC,DAPI,20x,DAPI,trainval
1512,13,AHPC,DAPI,20x,DAPI,trainval
153,53,AHPC,DAPI,20x,DAPI,trainval
996,33,AHPC,DAPI,20x,DAPI,trainval
1990,81,AHPC,DAPI,20x,DAPI,trainval
1772,12,AHPC,DAPI,20x,DAPI,trainval
2631,953,AHPC,DAPI,20x,DAPI,trainval
496,96,AHPC,DAPI,20x,DAPI,trainval
147,72,AHPC,DAPI,20x,DAPI,trainval
1393,87,AHPC,DAPI,20x,DAPI,trainval
2608,800,AHPC,DAPI,20x,DAPI,trainval
353,42,AHPC,DAPI,20x,DAPI,trainval
1089,19,AHPC,DAPI,20x,DAPI,trainval
1258,93,AHPC,DAPI,20x,DAPI,trainval
420,147,AHPC,DAPI,20x,DAPI,trainval
1200,70,AHPC,DAPI,20x,DAPI,trainval
2758,366,RPC,DAPI,40x,DAPI,trainval
2373,906,AHPC,DAPI,20x,DAPI,trainval
1548,60,AHPC,DAPI,20x,DAPI,trainval
2195,300,AHPC,DAPI,20x,DAPI,trainval
1598,16,AHPC,DAPI,20x,DAPI,trainval
1136,66,AHPC,DAPI,20x,DAPI,trainval
2113,93,AHPC,DAPI,20x,DAPI,trainval
753,46,AHPC,DAPI,20x,DAPI,trainval
472,106,AHPC,DAPI,20x,DAPI,trainval
1189,74,AHPC,DAPI,20x,DAPI,trainval
1987,95,AHPC,DAPI,20x,DAPI,trainval
510,35,AHPC,DAPI,20x,DAPI,trainval
1865,97,AHPC,DAPI,20x,DAPI,trainval
1670,14,AHPC,DAPI,20x,DAPI,trainval
1502,28,AHPC,DAPI,20x,DAPI,trainval
1813,59,AHPC,DAPI,20x,DAPI,trainval
2899,293,RPC,DAPI,40x,DAPI,trainval
20,57,AHPC,DAPI,20x,DAPI,trainval
293,937,AHPC,DAPI,20x,DAPI,trainval
301,1047,AHPC,DAPI,20x,DAPI,trainval
1556,47,AHPC,DAPI,20x,DAPI,trainval
2322,1301,AHPC,DAPI,20x,DAPI,trainval
2408,1920,AHPC,DAPI,20x,DAPI,trainval
